OMNIWeb Plus Browser Results

Listing for omni_min data from 20170907 to 20170908
Selected parameters:
 1 SYM/H, nT

YYYY DOY HR MN    1 
2017 250  7 13    -1
2017 250  7 14    -2
2017 250  7 15    -2
2017 250  7 16    -2
2017 250  7 17    -2
2017 250  7 18    -2
2017 250  7 19    -1
2017 250  7 20    -1
2017 250  7 21    -1
2017 250  7 22    -2
2017 250  7 23    -2
2017 250  7 24    -3
2017 250  7 25    -4
2017 250  7 26    -5
2017 250  7 27    -6
2017 250  7 28    -6
2017 250  7 29    -6
2017 250  7 30    -6
2017 250  7 31    -6
2017 250  7 32    -6
2017 250  7 33    -6
2017 250  7 34    -6
2017 250  7 35    -6
2017 250  7 36    -6
2017 250  7 37    -6
2017 250  7 38    -6
2017 250  7 39    -5
2017 250  7 40    -6
2017 250  7 41    -6
2017 250  7 42    -6
2017 250  7 43    -6
2017 250  7 44    -5
2017 250  7 45    -6
2017 250  7 46    -5
2017 250  7 47    -5
2017 250  7 48    -4
2017 250  7 49    -4
2017 250  7 50    -3
2017 250  7 51    -3
2017 250  7 52    -2
2017 250  7 53    -2
2017 250  7 54    -1
2017 250  7 55     0
2017 250  7 56     0
2017 250  7 57     1
2017 250  7 58     1
2017 250  7 59     1
2017 250  8  0     1
2017 250  8  1     0
2017 250  8  2     0
2017 250  8  3     0
2017 250  8  4    -1
2017 250  8  5    -1
2017 250  8  6    -1
2017 250  8  7    -1
2017 250  8  8    -2
2017 250  8  9    -2
2017 250  8 10    -2
2017 250  8 11    -2
2017 250  8 12    -3
2017 250  8 13    -3
2017 250  8 14    -3
2017 250  8 15    -3
2017 250  8 16    -3
2017 250  8 17    -3
2017 250  8 18    -4
2017 250  8 19    -4
2017 250  8 20    -5
2017 250  8 21    -5
2017 250  8 22    -6
2017 250  8 23    -6
2017 250  8 24    -6
2017 250  8 25    -7
2017 250  8 26    -7
2017 250  8 27    -7
2017 250  8 28    -8
2017 250  8 29    -8
2017 250  8 30    -8
2017 250  8 31    -9
2017 250  8 32    -8
2017 250  8 33    -9
2017 250  8 34    -8
2017 250  8 35    -8
2017 250  8 36    -8
2017 250  8 37    -9
2017 250  8 38    -9
2017 250  8 39    -9
2017 250  8 40   -10
2017 250  8 41   -11
2017 250  8 42   -11
2017 250  8 43   -11
2017 250  8 44   -11
2017 250  8 45   -12
2017 250  8 46   -12
2017 250  8 47   -12
2017 250  8 48   -12
2017 250  8 49   -12
2017 250  8 50   -12
2017 250  8 51   -12
2017 250  8 52   -13
2017 250  8 53   -13
2017 250  8 54   -14
2017 250  8 55   -14
2017 250  8 56   -14
2017 250  8 57   -14
2017 250  8 58   -15
2017 250  8 59   -15
2017 250  9  0   -14
2017 250  9  1   -14
2017 250  9  2   -14
2017 250  9  3   -14
2017 250  9  4   -14
2017 250  9  5   -14
2017 250  9  6   -14
2017 250  9  7   -14
2017 250  9  8   -14
2017 250  9  9   -15
2017 250  9 10   -15
2017 250  9 11   -15
2017 250  9 12   -14
2017 250  9 13   -14
2017 250  9 14   -14
2017 250  9 15   -13
2017 250  9 16   -13
2017 250  9 17   -14
2017 250  9 18   -14
2017 250  9 19   -14
2017 250  9 20   -13
2017 250  9 21   -13
2017 250  9 22   -12
2017 250  9 23   -12
2017 250  9 24   -11
2017 250  9 25   -10
2017 250  9 26   -10
2017 250  9 27    -9
2017 250  9 28    -9
2017 250  9 29    -9
2017 250  9 30    -9
2017 250  9 31    -9
2017 250  9 32    -9
2017 250  9 33    -8
2017 250  9 34    -8
2017 250  9 35    -9
2017 250  9 36    -8
2017 250  9 37    -9
2017 250  9 38    -9
2017 250  9 39    -9
2017 250  9 40    -9
2017 250  9 41    -9
2017 250  9 42   -10
2017 250  9 43   -10
2017 250  9 44   -10
2017 250  9 45   -10
2017 250  9 46   -10
2017 250  9 47   -10
2017 250  9 48   -10
2017 250  9 49   -10
2017 250  9 50    -9
2017 250  9 51    -9
2017 250  9 52    -8
2017 250  9 53    -8
2017 250  9 54    -8
2017 250  9 55    -7
2017 250  9 56    -7
2017 250  9 57    -8
2017 250  9 58    -8
2017 250  9 59    -8
2017 250 10  0    -8
2017 250 10  1    -8
2017 250 10  2    -8
2017 250 10  3    -8
2017 250 10  4    -8
2017 250 10  5    -8
2017 250 10  6    -8
2017 250 10  7    -9
2017 250 10  8    -8
2017 250 10  9    -8
2017 250 10 10    -8
2017 250 10 11    -8
2017 250 10 12    -8
2017 250 10 13    -8
2017 250 10 14    -8
2017 250 10 15    -8
2017 250 10 16    -7
2017 250 10 17    -7
2017 250 10 18    -7
2017 250 10 19    -7
2017 250 10 20    -7
2017 250 10 21    -7
2017 250 10 22    -8
2017 250 10 23    -8
2017 250 10 24    -9
2017 250 10 25    -9
2017 250 10 26   -10
2017 250 10 27   -10
2017 250 10 28   -10
2017 250 10 29   -11
2017 250 10 30   -11
2017 250 10 31   -12
2017 250 10 32   -12
2017 250 10 33   -12
2017 250 10 34   -12
2017 250 10 35   -13
2017 250 10 36   -13
2017 250 10 37   -13
2017 250 10 38   -14
2017 250 10 39   -14
2017 250 10 40   -15
2017 250 10 41   -15
2017 250 10 42   -15
2017 250 10 43   -15
2017 250 10 44   -15
2017 250 10 45   -15
2017 250 10 46   -14
2017 250 10 47   -14
2017 250 10 48   -15
2017 250 10 49   -14
2017 250 10 50   -14
2017 250 10 51   -14
2017 250 10 52   -15
2017 250 10 53   -14
2017 250 10 54   -15
2017 250 10 55   -14
2017 250 10 56   -15
2017 250 10 57   -15
2017 250 10 58   -15
2017 250 10 59   -16
2017 250 11  0   -16
2017 250 11  1   -15
2017 250 11  2   -16
2017 250 11  3   -15
2017 250 11  4   -15
2017 250 11  5   -14
2017 250 11  6   -14
2017 250 11  7   -14
2017 250 11  8   -14
2017 250 11  9   -14
2017 250 11 10   -14
2017 250 11 11   -14
2017 250 11 12   -14
2017 250 11 13   -14
2017 250 11 14   -13
2017 250 11 15   -13
2017 250 11 16   -13
2017 250 11 17   -13
2017 250 11 18   -13
2017 250 11 19   -12
2017 250 11 20   -12
2017 250 11 21   -12
2017 250 11 22   -12
2017 250 11 23   -11
2017 250 11 24   -11
2017 250 11 25   -11
2017 250 11 26   -11
2017 250 11 27   -11
2017 250 11 28   -10
2017 250 11 29   -10
2017 250 11 30   -10
2017 250 11 31   -10
2017 250 11 32    -9
2017 250 11 33    -9
2017 250 11 34    -9
2017 250 11 35    -9
2017 250 11 36    -9
2017 250 11 37    -8
2017 250 11 38    -8
2017 250 11 39    -8
2017 250 11 40    -8
2017 250 11 41    -8
2017 250 11 42    -7
2017 250 11 43    -7
2017 250 11 44    -7
2017 250 11 45    -7
2017 250 11 46    -6
2017 250 11 47    -6
2017 250 11 48    -5
2017 250 11 49    -5
2017 250 11 50    -4
2017 250 11 51    -4
2017 250 11 52    -3
2017 250 11 53    -4
2017 250 11 54    -4
2017 250 11 55    -4
2017 250 11 56    -4
2017 250 11 57    -4
2017 250 11 58    -5
2017 250 11 59    -5
2017 250 12  0    -5
2017 250 12  1    -6
2017 250 12  2    -6
2017 250 12  3    -6
2017 250 12  4    -6
2017 250 12  5    -6
2017 250 12  6    -6
2017 250 12  7    -6
2017 250 12  8    -6
2017 250 12  9    -5
2017 250 12 10    -5
2017 250 12 11    -5
2017 250 12 12    -4
2017 250 12 13    -4
2017 250 12 14    -4
2017 250 12 15    -3
2017 250 12 16    -2
2017 250 12 17     0
2017 250 12 18     1
2017 250 12 19     2
2017 250 12 20     3
2017 250 12 21     3
2017 250 12 22     3
2017 250 12 23     2
2017 250 12 24     2
2017 250 12 25     2
2017 250 12 26     2
2017 250 12 27     3
2017 250 12 28     3
2017 250 12 29     3
2017 250 12 30     3
2017 250 12 31     3
2017 250 12 32     3
2017 250 12 33     3
2017 250 12 34     3
2017 250 12 35     3
2017 250 12 36     3
2017 250 12 37     3
2017 250 12 38     4
2017 250 12 39     4
2017 250 12 40     4
2017 250 12 41     5
2017 250 12 42     5
2017 250 12 43     5
2017 250 12 44     4
2017 250 12 45     3
2017 250 12 46     3
2017 250 12 47     3
2017 250 12 48     3
2017 250 12 49     4
2017 250 12 50     5
2017 250 12 51     5
2017 250 12 52     5
2017 250 12 53     5
2017 250 12 54     5
2017 250 12 55     4
2017 250 12 56     4
2017 250 12 57     5
2017 250 12 58     5
2017 250 12 59     5
2017 250 13  0     5
2017 250 13  1     5
2017 250 13  2     4
2017 250 13  3     4
2017 250 13  4     4
2017 250 13  5     5
2017 250 13  6     5
2017 250 13  7     4
2017 250 13  8     4
2017 250 13  9     5
2017 250 13 10     4
2017 250 13 11     4
2017 250 13 12     3
2017 250 13 13     2
2017 250 13 14     2
2017 250 13 15     3
2017 250 13 16     4
2017 250 13 17     4
2017 250 13 18     4
2017 250 13 19     4
2017 250 13 20     4
2017 250 13 21     4
2017 250 13 22     3
2017 250 13 23     3
2017 250 13 24     3
2017 250 13 25     3
2017 250 13 26     3
2017 250 13 27     3
2017 250 13 28     3
2017 250 13 29     3
2017 250 13 30     3
2017 250 13 31     3
2017 250 13 32     3
2017 250 13 33     3
2017 250 13 34     3
2017 250 13 35     3
2017 250 13 36     3
2017 250 13 37     3
2017 250 13 38     3
2017 250 13 39     3
2017 250 13 40     3
2017 250 13 41     3
2017 250 13 42     3
2017 250 13 43     3
2017 250 13 44     3
2017 250 13 45     3
2017 250 13 46     2
2017 250 13 47     2
2017 250 13 48     1
2017 250 13 49     1
2017 250 13 50     1
2017 250 13 51     2
2017 250 13 52     2
2017 250 13 53     2
2017 250 13 54     2
2017 250 13 55     2
2017 250 13 56     2
2017 250 13 57     2
2017 250 13 58     2
2017 250 13 59     2
2017 250 14  0     1
2017 250 14  1     2
2017 250 14  2     2
2017 250 14  3     2
2017 250 14  4     2
2017 250 14  5     2
2017 250 14  6     2
2017 250 14  7     2
2017 250 14  8     2
2017 250 14  9     3
2017 250 14 10     3
2017 250 14 11     3
2017 250 14 12     4
2017 250 14 13     3
2017 250 14 14     3
2017 250 14 15     2
2017 250 14 16     2
2017 250 14 17     1
2017 250 14 18     1
2017 250 14 19     1
2017 250 14 20     2
2017 250 14 21     2
2017 250 14 22     1
2017 250 14 23     2
2017 250 14 24     2
2017 250 14 25     2
2017 250 14 26     2
2017 250 14 27     2
2017 250 14 28     2
2017 250 14 29     2
2017 250 14 30     2
2017 250 14 31     1
2017 250 14 32     1
2017 250 14 33    -1
2017 250 14 34    -4
2017 250 14 35    -4
2017 250 14 36    -6
2017 250 14 37    -7
2017 250 14 38    -7
2017 250 14 39    -7
2017 250 14 40    -7
2017 250 14 41    -8
2017 250 14 42    -7
2017 250 14 43    -7
2017 250 14 44    -7
2017 250 14 45    -7
2017 250 14 46    -7
2017 250 14 47    -7
2017 250 14 48    -7
2017 250 14 49    -7
2017 250 14 50    -7
2017 250 14 51    -7
2017 250 14 52    -8
2017 250 14 53    -7
2017 250 14 54    -7
2017 250 14 55    -7
2017 250 14 56    -7
2017 250 14 57    -7
2017 250 14 58    -7
2017 250 14 59    -7
2017 250 15  0    -7
2017 250 15  1    -7
2017 250 15  2    -7
2017 250 15  3    -7
2017 250 15  4    -7
2017 250 15  5    -8
2017 250 15  6    -8
2017 250 15  7    -8
2017 250 15  8    -8
2017 250 15  9    -8
2017 250 15 10    -8
2017 250 15 11    -7
2017 250 15 12    -7
2017 250 15 13    -7
2017 250 15 14    -7
2017 250 15 15    -7
2017 250 15 16    -7
2017 250 15 17    -6
2017 250 15 18    -6
2017 250 15 19    -6
2017 250 15 20    -6
2017 250 15 21    -6
2017 250 15 22    -5
2017 250 15 23    -5
2017 250 15 24    -4
2017 250 15 25    -4
2017 250 15 26    -3
2017 250 15 27    -3
2017 250 15 28    -3
2017 250 15 29    -3
2017 250 15 30    -3
2017 250 15 31    -3
2017 250 15 32    -3
2017 250 15 33    -3
2017 250 15 34    -3
2017 250 15 35    -3
2017 250 15 36    -2
2017 250 15 37    -2
2017 250 15 38    -2
2017 250 15 39    -3
2017 250 15 40    -3
2017 250 15 41    -3
2017 250 15 42    -3
2017 250 15 43    -2
2017 250 15 44    -2
2017 250 15 45    -2
2017 250 15 46    -1
2017 250 15 47     0
2017 250 15 48     0
2017 250 15 49     0
2017 250 15 50     1
2017 250 15 51     1
2017 250 15 52     0
2017 250 15 53     0
2017 250 15 54    -1
2017 250 15 55     0
2017 250 15 56    -1
2017 250 15 57    -1
2017 250 15 58    -1
2017 250 15 59    -1
2017 250 16  0    -1
2017 250 16  1     0
2017 250 16  2     1
2017 250 16  3     1
2017 250 16  4     1
2017 250 16  5     2
2017 250 16  6     2
2017 250 16  7     2
2017 250 16  8     2
2017 250 16  9     2
2017 250 16 10     3
2017 250 16 11     2
2017 250 16 12     3
2017 250 16 13     3
2017 250 16 14     3
2017 250 16 15     3
2017 250 16 16     4
2017 250 16 17     3
2017 250 16 18     3
2017 250 16 19     3
2017 250 16 20     3
2017 250 16 21     3
2017 250 16 22     4
2017 250 16 23     3
2017 250 16 24     3
2017 250 16 25     4
2017 250 16 26     4
2017 250 16 27     4
2017 250 16 28     4
2017 250 16 29     4
2017 250 16 30     4
2017 250 16 31     4
2017 250 16 32     4
2017 250 16 33     4
2017 250 16 34     4
2017 250 16 35     4
2017 250 16 36     4
2017 250 16 37     4
2017 250 16 38     4
2017 250 16 39     4
2017 250 16 40     5
2017 250 16 41     4
2017 250 16 42     5
2017 250 16 43     5
2017 250 16 44     5
2017 250 16 45     5
2017 250 16 46     5
2017 250 16 47     5
2017 250 16 48     4
2017 250 16 49     4
2017 250 16 50     4
2017 250 16 51     4
2017 250 16 52     5
2017 250 16 53     5
2017 250 16 54     5
2017 250 16 55     5
2017 250 16 56     4
2017 250 16 57     4
2017 250 16 58     4
2017 250 16 59     3
2017 250 17  0     3
2017 250 17  1     3
2017 250 17  2     3
2017 250 17  3     3
2017 250 17  4     4
2017 250 17  5     4
2017 250 17  6     4
2017 250 17  7     4
2017 250 17  8     4
2017 250 17  9     3
2017 250 17 10     3
2017 250 17 11     3
2017 250 17 12     4
2017 250 17 13     3
2017 250 17 14     3
2017 250 17 15     4
2017 250 17 16     4
2017 250 17 17     4
2017 250 17 18     4
2017 250 17 19     4
2017 250 17 20     4
2017 250 17 21     4
2017 250 17 22     4
2017 250 17 23     4
2017 250 17 24     4
2017 250 17 25     4
2017 250 17 26     4
2017 250 17 27     5
2017 250 17 28     5
2017 250 17 29     5
2017 250 17 30     5
2017 250 17 31     5
2017 250 17 32     5
2017 250 17 33     5
2017 250 17 34     5
2017 250 17 35     5
2017 250 17 36     6
2017 250 17 37     6
2017 250 17 38     6
2017 250 17 39     6
2017 250 17 40     7
2017 250 17 41     7
2017 250 17 42     7
2017 250 17 43     7
2017 250 17 44     7
2017 250 17 45     7
2017 250 17 46     7
2017 250 17 47     7
2017 250 17 48     7
2017 250 17 49     7
2017 250 17 50     7
2017 250 17 51     7
2017 250 17 52     7
2017 250 17 53     7
2017 250 17 54     7
2017 250 17 55     7
2017 250 17 56     7
2017 250 17 57     7
2017 250 17 58     7
2017 250 17 59     7
2017 250 18  0     7
2017 250 18  1     7
2017 250 18  2     7
2017 250 18  3     7
2017 250 18  4     7
2017 250 18  5     7
2017 250 18  6     7
2017 250 18  7     7
2017 250 18  8     7
2017 250 18  9     7
2017 250 18 10     7
2017 250 18 11     7
2017 250 18 12     7
2017 250 18 13     7
2017 250 18 14     7
2017 250 18 15     7
2017 250 18 16     7
2017 250 18 17     7
2017 250 18 18     7
2017 250 18 19     7
2017 250 18 20     7
2017 250 18 21     7
2017 250 18 22     8
2017 250 18 23     8
2017 250 18 24     8
2017 250 18 25     8
2017 250 18 26     7
2017 250 18 27     7
2017 250 18 28     7
2017 250 18 29     7
2017 250 18 30     7
2017 250 18 31     7
2017 250 18 32     8
2017 250 18 33     8
2017 250 18 34     8
2017 250 18 35     8
2017 250 18 36     9
2017 250 18 37     9
2017 250 18 38     9
2017 250 18 39     9
2017 250 18 40     9
2017 250 18 41     9
2017 250 18 42     9
2017 250 18 43     9
2017 250 18 44     9
2017 250 18 45     9
2017 250 18 46     9
2017 250 18 47     9
2017 250 18 48    10
2017 250 18 49    10
2017 250 18 50    10
2017 250 18 51    10
2017 250 18 52    10
2017 250 18 53    10
2017 250 18 54    11
2017 250 18 55    11
2017 250 18 56    11
2017 250 18 57    12
2017 250 18 58    12
2017 250 18 59    13
2017 250 19  0    13
2017 250 19  1    13
2017 250 19  2    13
2017 250 19  3    13
2017 250 19  4    13
2017 250 19  5    14
2017 250 19  6    14
2017 250 19  7    14
2017 250 19  8    14
2017 250 19  9    14
2017 250 19 10    14
2017 250 19 11    14
2017 250 19 12    15
2017 250 19 13    15
2017 250 19 14    15
2017 250 19 15    15
2017 250 19 16    15
2017 250 19 17    15
2017 250 19 18    15
2017 250 19 19    15
2017 250 19 20    15
2017 250 19 21    14
2017 250 19 22    14
2017 250 19 23    13
2017 250 19 24    13
2017 250 19 25    13
2017 250 19 26    14
2017 250 19 27    14
2017 250 19 28    15
2017 250 19 29    16
2017 250 19 30    16
2017 250 19 31    16
2017 250 19 32    17
2017 250 19 33    17
2017 250 19 34    17
2017 250 19 35    16
2017 250 19 36    17
2017 250 19 37    17
2017 250 19 38    18
2017 250 19 39    17
2017 250 19 40    18
2017 250 19 41    18
2017 250 19 42    18
2017 250 19 43    18
2017 250 19 44    18
2017 250 19 45    17
2017 250 19 46    17
2017 250 19 47    17
2017 250 19 48    17
2017 250 19 49    17
2017 250 19 50    17
2017 250 19 51    17
2017 250 19 52    17
2017 250 19 53    18
2017 250 19 54    17
2017 250 19 55    17
2017 250 19 56    17
2017 250 19 57    17
2017 250 19 58    17
2017 250 19 59    18
2017 250 20  0    18
2017 250 20  1    20
2017 250 20  2    20
2017 250 20  3    19
2017 250 20  4    19
2017 250 20  5    19
2017 250 20  6    18
2017 250 20  7    18
2017 250 20  8    18
2017 250 20  9    19
2017 250 20 10    18
2017 250 20 11    18
2017 250 20 12    18
2017 250 20 13    17
2017 250 20 14    17
2017 250 20 15    17
2017 250 20 16    16
2017 250 20 17    16
2017 250 20 18    15
2017 250 20 19    13
2017 250 20 20    11
2017 250 20 21    10
2017 250 20 22    10
2017 250 20 23    11
2017 250 20 24    12
