OMNIWeb Plus Browser Results

Listing for omni_min data from 20240509 to 20240511
Selected parameters:
 1 BZ, nT (GSM)
 2 Speed, km/s
 3 Proton Density, n/cc
 4 Flow pressure, nPa
 5 SYM/H, nT

YYYY DOY HR MN      1       2      3     4     5 
2024 130  4 51    0.14 99999.9 999.99 99.99     2
2024 130  4 52    0.15 99999.9 999.99 99.99     2
2024 130  4 53    0.08   464.4   2.77  1.19     2
2024 130  4 54    0.11   464.4   2.77  1.19     1
2024 130  4 55    0.21 99999.9 999.99 99.99     1
2024 130  4 56    0.20 99999.9 999.99 99.99     1
2024 130  4 57    0.29 99999.9 999.99 99.99     0
2024 130  4 58    0.28 99999.9 999.99 99.99     0
2024 130  4 59    0.26 99999.9 999.99 99.99    -1
2024 130  5  0    0.27 99999.9 999.99 99.99    -1
2024 130  5  1    0.28 99999.9 999.99 99.99    -1
2024 130  5  2    0.27 99999.9 999.99 99.99    -1
2024 130  5  3    0.21 99999.9 999.99 99.99    -1
2024 130  5  4    0.35   462.5   2.75  1.18    -1
2024 130  5  5    0.27   462.4   2.75  1.18    -1
2024 130  5  6    0.26   461.5   2.76  1.18    -1
2024 130  5  7    0.34   461.5   2.76  1.18    -1
2024 130  5  8    0.35   461.0   2.88  1.22    -1
2024 130  5  9    0.28   461.0   2.88  1.22     0
2024 130  5 10    0.42 99999.9 999.99 99.99    -1
2024 130  5 11    0.74 99999.9 999.99 99.99     0
2024 130  5 12    1.27 99999.9 999.99 99.99     0
2024 130  5 13    1.27 99999.9 999.99 99.99     0
2024 130  5 14    1.07   459.1   2.90  1.22     0
2024 130  5 15    1.09   458.7   2.90  1.22     0
2024 130  5 16    0.83   458.5   2.89  1.22     0
2024 130  5 17    0.75   458.5   2.99  1.26     0
2024 130  5 18    0.75   458.6   3.02  1.27     0
2024 130  5 19    0.89 99999.9 999.99 99.99     0
2024 130  5 20    1.28 99999.9 999.99 99.99    -1
2024 130  5 21    1.40   454.7   2.79  1.15    -1
2024 130  5 22    1.51   454.2   2.85  1.18    -1
2024 130  5 23    1.66   451.4   3.15  1.28    -1
2024 130  5 24    1.62   453.0   3.11  1.28    -1
2024 130  5 25    1.34   457.8   2.93  1.23    -1
2024 130  5 26    1.40   458.2   2.92  1.23    -1
2024 130  5 27    1.35 99999.9 999.99 99.99    -1
2024 130  5 28    1.35 99999.9 999.99 99.99    -1
2024 130  5 29    1.39 99999.9 999.99 99.99    -2
2024 130  5 30    1.38   452.9   2.93  1.20    -2
2024 130  5 31    1.61   455.7   3.12  1.30    -2
2024 130  5 32    1.50   454.9   3.26  1.35    -2
2024 130  5 33    1.32   449.6   3.40  1.37    -2
2024 130  5 34    1.37 99999.9 999.99 99.99    -2
2024 130  5 35    1.41 99999.9 999.99 99.99    -2
2024 130  5 36    1.55 99999.9 999.99 99.99    -2
2024 130  5 37    1.38   456.2   2.99  1.24    -2
2024 130  5 38    1.72   455.1   3.02  1.25    -2
2024 130  5 39    1.58   451.1   3.35  1.36    -2
2024 130  5 40    1.44   450.7   3.59  1.46    -2
2024 130  5 41    1.55   459.7   2.78  1.17    -2
2024 130  5 42    1.23   457.8   3.06  1.28    -2
2024 130  5 43    1.89   455.0   3.45  1.43    -2
2024 130  5 44    1.72   449.5   2.94  1.19    -2
2024 130  5 45    1.83   451.9   3.00  1.23    -2
2024 130  5 46    1.75   452.5   3.01  1.23    -2
2024 130  5 47    1.33   452.7   3.13  1.28    -2
2024 130  5 48    0.56   452.5   3.21  1.31    -2
2024 130  5 49    1.09   452.3   3.23  1.32    -2
2024 130  5 50    0.71   452.4   3.20  1.31    -2
2024 130  5 51    0.40   453.0   2.91  1.19    -2
2024 130  5 52    0.99   448.5   2.88  1.16    -2
2024 130  5 53    0.42   448.6   3.05  1.23    -2
2024 130  5 54    0.78   450.8   3.30  1.34    -2
2024 130  5 55    0.98   450.8   3.30  1.34    -2
2024 130  5 56    1.50   454.7   2.86  1.18    -1
2024 130  5 57    1.12   454.7   2.86  1.18    -1
2024 130  5 58    1.55   459.3   2.74  1.16    -1
2024 130  5 59    1.24   465.9   2.91  1.26    -1
2024 130  6  0    0.93   470.4   3.02  1.34    -1
2024 130  6  1    0.73   454.1   3.19  1.32    -1
2024 130  6  2    0.23   458.4   2.94  1.24    -1
2024 130  6  3    0.95   457.3   2.89  1.21    -1
2024 130  6  4    1.04   464.4   2.79  1.20    -1
2024 130  6  5    1.44   462.4   2.70  1.15    -1
2024 130  6  6    1.10   462.4   2.70  1.15    -1
2024 130  6  7    1.30   460.9   2.85  1.21    -1
2024 130  6  8 9999.99   460.9   2.85  1.21    -1
2024 130  6  9    0.82   464.7   2.66  1.15     0
2024 130  6 10    1.55   464.7   2.66  1.15     0
2024 130  6 11    1.33 99999.9 999.99 99.99     0
2024 130  6 12    0.60 99999.9 999.99 99.99     0
2024 130  6 13    2.07 99999.9 999.99 99.99     0
2024 130  6 14    1.93   453.9   2.74  1.13     0
2024 130  6 15    1.75   453.9   2.74  1.13     0
2024 130  6 16    1.84   454.4   2.77  1.14     0
2024 130  6 17    2.05   454.4   2.77  1.14     1
2024 130  6 18    1.79   454.4   2.77  1.14     1
2024 130  6 19    1.78   457.0   2.67  1.12     1
2024 130  6 20    1.39   457.0   2.67  1.12     1
2024 130  6 21    1.47 99999.9 999.99 99.99     1
2024 130  6 22    1.94   454.0   2.81  1.16     1
2024 130  6 23    1.94   454.0   2.81  1.16     1
2024 130  6 24 9999.99   454.0   2.81  1.16     1
2024 130  6 25 9999.99 99999.9 999.99 99.99     1
2024 130  6 26    1.40 99999.9 999.99 99.99     1
2024 130  6 27    1.39   453.7   2.95  1.21     1
2024 130  6 28    1.57   453.7   2.95  1.21     1
2024 130  6 29    1.42   453.7   2.95  1.21     1
2024 130  6 30    1.55 99999.9 999.99 99.99     1
2024 130  6 31    1.13   461.7   2.73  1.16     1
2024 130  6 32    1.11   457.2   2.86  1.20     1
2024 130  6 33    0.93   452.6   2.98  1.22     1
2024 130  6 34    0.79 99999.9 999.99 99.99     0
2024 130  6 35    0.75 99999.9 999.99 99.99     0
2024 130  6 36 9999.99 99999.9 999.99 99.99     0
2024 130  6 37    0.66 99999.9 999.99 99.99     0
2024 130  6 38    0.51 99999.9 999.99 99.99     0
2024 130  6 39 9999.99 99999.9 999.99 99.99     0
2024 130  6 40    0.71 99999.9 999.99 99.99     0
2024 130  6 41    1.28   456.5   2.85  1.19     0
2024 130  6 42    0.89   456.5   2.85  1.19     0
2024 130  6 43    0.69   456.8   2.80  1.17     1
2024 130  6 44    0.29   456.5   2.88  1.20     1
2024 130  6 45    0.69   456.0   3.03  1.26     1
2024 130  6 46    0.00   452.4   3.05  1.25     1
2024 130  6 47    0.03   452.6   2.99  1.22     1
2024 130  6 48   -1.22   452.9   2.95  1.21     1
2024 130  6 49    0.21 99999.9 999.99 99.99     1
2024 130  6 50   -1.44   454.1   3.00  1.24     1
2024 130  6 51   -0.13   454.1   3.00  1.24     1
2024 130  6 52    0.50 99999.9 999.99 99.99     1
2024 130  6 53    0.40   453.9   3.13  1.29     1
2024 130  6 54    0.56   453.9   3.13  1.29     1
2024 130  6 55    0.54   455.6   2.94  1.22     1
2024 130  6 56    0.68   456.1   2.88  1.20     0
2024 130  6 57    0.53   460.3   2.71  1.15     0
2024 130  6 58    0.57   456.4   2.83  1.18     0
2024 130  6 59    0.42   455.1   2.98  1.23     0
2024 130  7  0    0.40   455.0   2.89  1.20     0
2024 130  7  1    0.41   454.9   2.69  1.11     0
2024 130  7  2    0.21   458.2   2.68  1.13     0
2024 130  7  3    0.17   458.4   2.68  1.13     1
2024 130  7  4    0.56   454.7   2.73  1.13     0
2024 130  7  5    0.71   454.7   2.72  1.12     0
2024 130  7  6    0.80   450.9   2.90  1.18     0
2024 130  7  7    1.02   450.9   2.90  1.18     0
2024 130  7  8    1.37   450.1   2.98  1.21     0
2024 130  7  9    1.44   449.4   2.93  1.18     0
2024 130  7 10    1.72   448.9   3.00  1.21     0
2024 130  7 11    1.84   449.1   3.01  1.21     0
2024 130  7 12    1.70   449.4   2.93  1.18     0
2024 130  7 13    1.67 99999.9 999.99 99.99     0
2024 130  7 14    1.36   441.3   3.31  1.29    -1
2024 130  7 15    1.37   441.3   3.31  1.29    -1
2024 130  7 16    1.33   441.3   3.31  1.29    -1
2024 130  7 17    1.29   443.7   3.24  1.28    -1
2024 130  7 18    1.48   443.7   3.24  1.28    -1
2024 130  7 19    1.39 99999.9 999.99 99.99    -1
2024 130  7 20 9999.99 99999.9 999.99 99.99    -1
2024 130  7 21    1.39 99999.9 999.99 99.99    -1
2024 130  7 22    1.46 99999.9 999.99 99.99    -1
2024 130  7 23    1.44 99999.9 999.99 99.99    -1
2024 130  7 24    1.64   446.1   3.21  1.28    -1
2024 130  7 25    1.47   446.1   3.21  1.28    -1
2024 130  7 26    1.55   446.1   3.21  1.28    -1
2024 130  7 27    1.35   445.2   3.35  1.33    -1
2024 130  7 28    1.07   445.2   3.35  1.33    -1
2024 130  7 29    1.44   445.2   3.35  1.33    -1
2024 130  7 30    1.47 99999.9 999.99 99.99    -1
2024 130  7 31    1.54 99999.9 999.99 99.99    -1
2024 130  7 32 9999.99 99999.9 999.99 99.99    -1
2024 130  7 33    1.86 99999.9 999.99 99.99    -1
2024 130  7 34 9999.99 99999.9 999.99 99.99    -1
2024 130  7 35    1.64 99999.9 999.99 99.99    -1
2024 130  7 36 9999.99 99999.9 999.99 99.99    -1
2024 130  7 37    1.69   441.1   3.18  1.24    -1
2024 130  7 38    1.79   440.9   3.17  1.23    -1
2024 130  7 39    1.82   441.2   3.12  1.21    -1
2024 130  7 40    1.93   441.3   3.08  1.20    -1
2024 130  7 41    1.87 99999.9 999.99 99.99    -1
2024 130  7 42 9999.99 99999.9 999.99 99.99    -1
2024 130  7 43    1.65 99999.9 999.99 99.99    -1
2024 130  7 44    2.04   443.2   3.06  1.20    -1
2024 130  7 45    2.03   443.2   3.06  1.20    -1
2024 130  7 46    1.98   443.2   3.06  1.20    -1
2024 130  7 47    1.93 99999.9 999.99 99.99    -1
2024 130  7 48    1.96 99999.9 999.99 99.99    -1
2024 130  7 49    1.77 99999.9 999.99 99.99    -1
2024 130  7 50    1.83 99999.9 999.99 99.99    -1
2024 130  7 51    1.83   438.7   3.16  1.22    -1
2024 130  7 52    1.90   440.7   3.16  1.23    -1
2024 130  7 53    1.86 99999.9 999.99 99.99    -1
2024 130  7 54    1.86 99999.9 999.99 99.99    -1
2024 130  7 55    1.86 99999.9 999.99 99.99    -1
2024 130  7 56    1.87   440.1   3.12  1.21    -1
2024 130  7 57    1.71   440.1   3.12  1.21    -1
2024 130  7 58    1.59   440.1   3.12  1.21    -1
2024 130  7 59    1.71   436.7   3.25  1.24     0
2024 130  8  0    1.36   440.5   3.24  1.26     0
2024 130  8  1    1.36   438.8   3.10  1.19     0
2024 130  8  2    1.81   438.3   3.07  1.18     0
2024 130  8  3    1.47   437.5   2.91  1.11     0
2024 130  8  4    1.47   437.5   3.25  1.24     0
2024 130  8  5    1.57   437.7   3.19  1.22     0
2024 130  8  6    1.58   437.5   3.12  1.19     0
2024 130  8  7    1.80   436.2   3.21  1.22     0
2024 130  8  8    1.88   436.0   3.24  1.23     0
2024 130  8  9    1.79   436.6   3.22  1.23    -1
2024 130  8 10    1.73   437.6   3.21  1.23     0
2024 130  8 11    1.70   436.0   3.29  1.25     0
2024 130  8 12    1.71   436.0   3.29  1.25     0
